Område,År,Uke,Nedbørsenergi,Nyttbart tilsig HBV (brukes før 2015 og til min/maks/gj.snitt),"Nyttbart tilsig (produksjonsdata og magasinstatistikk, brukes f.o.m. 2015)",Hydrologisk balanse,Magasinavvik,Mark-og grunnvann,Snø,"Avvik snø, mark og grunnvann"
NO5,2010,18,28,285,,-5691,-965,2697,6895,-4726
NO5,2010,19,210,293,,-5391,-1173,3145,6347,-4217
NO5,2010,20,525,1971,,-5382,-452,3874,4074,-4930
NO5,2010,21,196,1121,,-5493,-633,3329,3638,-4860
NO5,2010,22,-20,1092,,-5623,-793,3475,2340,-4830
NO5,2010,23,630,1479,,-5268,-793,3726,1198,-4476
NO5,2010,24,82,1038,,-5383,-1192,3162,807,-4191
NO5,2010,25,44,730,,-5148,-1482,2944,398,-3666
NO5,2010,26,320,783,,-4644,-1645,2859,171,-2999
NO5,2010,27,17,580,,-4473,-1893,2530,103,-2581
NO5,2010,28,802,728,,-3407,-1788,2847,72,-1619
NO5,2010,29,701,946,,-2831,-1625,2769,61,-1206
NO5,2010,30,289,604,,-2707,-1782,2706,53,-925
NO5,2010,31,290,586,,-2575,-1792,2598,50,-783
NO5,2010,32,510,625,,-2269,-1804,2739,48,-466
NO5,2010,33,231,588,,-2147,-1702,2626,46,-445
NO5,2010,34,780,671,,-1659,-1510,2827,50,-150
NO5,2010,35,145,458,,-1928,-1592,2592,48,-336
NO5,2010,36,150,359,,-2080,-1716,2542,44,-364
NO5,2010,37,1304,871,,-1357,-1447,2974,67,89
NO5,2010,38,862,719,,-1158,-1324,3079,102,166
NO5,2010,39,32,388,,-1836,-1573,2760,71,-263
NO5,2010,40,1647,1216,,-655,-795,3242,47,140
NO5,2010,41,8,408,,-1532,-1169,2853,50,-363
NO5,2010,42,618,328,,-1590,-1335,2718,453,-255
NO5,2010,43,1147,599,,-1324,-1412,3142,528,88
NO5,2010,44,1042,738,,-1387,-1527,2857,1065,140
NO5,2010,45,132,193,,-2009,-1781,2662,1189,-228
NO5,2010,46,167,114,,-2497,-1998,2554,1342,-499
NO5,2010,47,17,65,,-3218,-2295,2486,1358,-923
NO5,2010,48,18,42,,-4107,-2687,2443,1375,-1420
NO5,2010,49,355,38,,-4616,-2974,2415,1710,-1641
NO5,2010,50,297,32,,-5100,-3140,2392,1992,-1960
NO5,2010,51,239,25,,-5781,-3476,2376,2220,-2305
NO5,2010,52,371,25,,-6286,-3758,2369,2526,-2528
NO5,2011,1,659,37,,-6695,-3678,2357,3151,-3018
NO5,2011,2,1202,70,,-5955,-3518,2354,4275,-2437
NO5,2011,3,872,130,,-5594,-3260,2381,4973,-2334
NO5,2011,4,255,52,,-5882,-3093,2366,5184,-2790
NO5,2011,5,1429,127,,-4938,-2831,2378,6445,-2108
NO5,2011,6,894,70,,-4450,-2562,2354,7282,-1888
NO5,2011,7,96,21,,-4895,-2533,2339,7373,-2362
NO5,2011,8,309,38,,-5209,-2612,2366,7610,-2597
NO5,2011,9,285,64,,-5309,-2434,2360,7830,-2875
NO5,2011,10,778,66,,-4961,-2271,2348,8536,-2690
NO5,2011,11,409,42,,-4923,-2194,2343,8904,-2729
NO5,2011,12,2040,591,,-3580,-1873,2595,10043,-1707
NO5,2011,13,456,193,,-3547,-1779,2703,10180,-1768
NO5,2011,14,1345,842,,-2878,-1334,3002,10319,-1544
NO5,2011,15,300,844,,-3253,-1028,3219,9504,-2225
NO5,2011,16,42,974,,-3682,-504,3585,8154,-3178
NO5,2011,17,-25,1099,,-4096,64,3402,7151,-4159
NO5,2011,18,43,674,,-4193,240,3248,6638,-4433
NO5,2011,19,296,1485,,-4210,886,3625,4988,-5096
NO5,2011,20,848,1053,,-3723,802,3409,4944,-4525
NO5,2011,21,1050,1067,,-3202,362,3331,4932,-3565
NO5,2011,22,571,1034,,-2787,111,3499,4248,-2898
NO5,2011,23,1637,2491,,-1359,1265,4197,2579,-2624
NO5,2011,24,534,1795,,-1139,1536,3674,1810,-2675
NO5,2011,25,182,1113,,-964,1492,3247,1306,-2456
NO5,2011,26,1198,1559,,237,2054,3470,741,-1817
NO5,2011,27,551,1221,,572,2112,3302,370,-1541
NO5,2011,28,71,816,,281,1757,2832,231,-1476
NO5,2011,29,1147,885,,1272,1839,3330,139,-567
NO5,2011,30,703,1289,,1320,1892,3033,80,-572
NO5,2011,31,342,771,,1192,1664,2915,45,-472
NO5,2011,32,90,573,,570,1205,2581,36,-635
NO5,2011,33,1027,816,,845,1006,2929,27,-161
NO5,2011,34,1014,800,,1400,1098,3310,19,302
NO5,2011,35,546,918,,1314,1207,3069,14,107
NO5,2011,36,1021,981,,1711,1439,3210,12,271
NO5,2011,37,1026,1020,,1987,1652,3277,11,335
NO5,2011,38,1112,935,,2095,1647,3422,41,448
NO5,2011,39,519,929,,1897,1814,3174,4,83
NO5,2011,40,1630,1131,,2352,1839,3307,353,512
NO5,2011,41,942,693,,2076,1473,3017,851,603
NO5,2011,42,693,547,,2017,1462,3110,871,556
NO5,2011,43,503,510,,1620,1254,3129,819,367
NO5,2011,44,612,819,,1391,1473,3324,376,-82
NO5,2011,45,156,552,,556,1339,3048,247,-783
NO5,2011,46,336,340,,39,1158,3040,235,-1119
NO5,2011,47,1790,585,,1081,1413,3113,1321,-332
NO5,2011,48,2441,950,,2401,1786,2997,2856,615
NO5,2011,49,763,271,,2314,1754,2768,3559,561
NO5,2011,50,1352,254,,2826,1766,2669,4736,1060
NO5,2011,51,712,141,,2768,1710,2619,5341,1059
NO5,2011,52,2170,599,,4096,2031,2724,6765,2065
NO5,2012,1,1162,197,,3946,2035,2610,7826,1911
NO5,2012,2,1490,177,,4626,1960,2558,9174,2666
NO5,2012,3,755,88,,4553,1851,2511,9879,2702
NO5,2012,4,364,49,,4020,1655,2481,10224,2365
NO5,2012,5,269,33,,3364,1354,2460,10480,2009
NO5,2012,6,230,22,,2762,1140,2446,10699,1622
NO5,2012,7,774,55,,2859,1084,2453,11396,1775
NO5,2012,8,1979,197,,4171,1145,2488,13111,3026
NO5,2012,9,858,281,,4340,1242,2607,13557,3098
NO5,2012,10,1010,215,,4643,1289,2635,14292,3353
NO5,2012,11,625,446,,4593,1489,2890,14189,3104
NO5,2012,12,886,529,,4706,1652,3044,14355,3054
NO5,2012,13,357,672,,4269,1878,3068,13974,2391
NO5,2012,14,239,249,,4001,1855,2826,14185,2146
NO5,2012,15,663,222,,4214,1734,2757,14672,2480
NO5,2012,16,350,146,,4189,1478,2702,14925,2711
NO5,2012,17,776,328,,4633,1290,2889,15167,3343
NO5,2012,18,284,554,,4430,992,3095,14662,3438
NO5,2012,19,414,397,,4491,448,3087,14665,4043
NO5,2012,20,886,702,,4777,-240,3202,14693,5017
NO5,2012,21,-65,1561,,4104,-266,3922,12275,4369
NO5,2012,22,-31,1514,,3444,-483,3277,11295,3927
NO5,2012,23,58,799,,3140,-1251,3530,10260,4390
NO5,2012,24,476,1681,,3141,-1190,3783,8708,4331
NO5,2012,25,343,1666,,3066,-1021,3842,7254,4087
NO5,2012,26,248,1857,,2847,-532,3768,5640,3379
NO5,2012,27,366,1925,,2712,140,3750,4034,2571
